id,Umidade,Fluxo,Temperatura,Infravermelho,Estado
690,30,3,28.364,1,Funcional
691,0,0,111.1296,0,Problema encontrado
692,20,1,9.0463,1,Funcional
693,-2,0,-30.251,0,Disfuncional
694,0,0,94.3853,1,Problema encontrado
695,0,1,31.4846,0,Funcional
696,30,0,88.4616,0,Problema encontrado
697,1,1,-88.5027,0,Funcional
698,20,1,123.7655,0,Problema encontrado
699,0,1,-82.4787,0,Funcional
700,1,0,-74.9283,0,Problema encontrado
701,1,0,42.2139,0,Problema encontrado
702,0,1,92.5786,1,Problema encontrado
703,1,1,34.3688,0,Funcional
704,-2,1,87.8622,1,Disfuncional
705,20,0,148.3708,0,Problema encontrado
706,0,0,-99.9677,1,Funcional
707,30,0,-86.3599,1,Problema encontrado
708,0,0,12.0289,0,Funcional
709,0,1,-75.2848,1,Funcional
710,-2,1,65.9124,1,Disfuncional
711,20,0,-47.3396,1,Problema encontrado
712,1,1,-18.0815,0,Funcional
713,1,0,23.8509,0,Problema encontrado
714,1,1,-61.7595,1,Funcional
715,1,0,2.6702,0,Problema encontrado
716,20,1,79.2454,0,Funcional
717,1,0,145.5622,1,Problema encontrado
718,30,1,-99.312,0,Funcional
719,1,0,-113.7632,1,Problema encontrado
720,20,0,34.7953,1,Problema encontrado
721,0,0,-101.1578,1,Funcional
722,20,0,22.644,0,Problema encontrado
723,-2,1,112.8918,1,Disfuncional
724,-2,1,123.5151,1,Disfuncional
725,30,0,-1.2411,0,Problema encontrado
726,0,0,140.4076,0,Problema encontrado
727,1,0,59.9838,0,Problema encontrado
728,1,0,-33.4956,0,Problema encontrado
729,1,0,75.004,0,Problema encontrado
730,-2,0,136.9281,1,Disfuncional
731,1,0,118.6219,0,Problema encontrado
732,30,1,-24.89,1,Funcional
733,-2,0,-34.6553,0,Disfuncional
734,-2,1,-80.635,0,Disfuncional
735,1,1,-121.9734,0,Funcional
736,-2,0,25.4164,1,Disfuncional
737,1,1,-2.7057,1,Funcional
738,1,0,-65.7449,1,Problema encontrado
739,20,1,-58.409,0,Funcional
740,0,1,145.668,1,Problema encontrado
741,30,1,-58.9575,0,Funcional
742,0,1,11.9256,1,Funcional
743,20,0,55.1725,0,Problema encontrado
744,1,0,9.3022,1,Problema encontrado
745,1,0,-19.8883,1,Problema encontrado
746,30,0,77.1669,1,Problema encontrado
747,30,1,70.9971,1,Funcional
748,20,1,-50.1752,1,Funcional
749,20,0,-95.8334,0,Problema encontrado
750,20,0,21.3222,1,Problema encontrado
751,20,0,-90.7908,1,Problema encontrado
752,1,0,-3.7884,1,Problema encontrado
753,20,0,51.7893,1,Problema encontrado
754,20,0,91.2757,1,Problema encontrado
755,30,0,-92.6819,0,Problema encontrado
756,30,0,9.4059,0,Problema encontrado
757,30,1,-37.3013,0,Funcional
758,30,1,147.9888,1,Problema encontrado
759,-2,0,-97.577,0,Disfuncional
760,20,0,-45.2319,0,Problema encontrado
761,0,1,-104.3605,1,Funcional
762,20,1,76.484,1,Funcional
763,1,1,141.5911,1,Problema encontrado
764,1,0,-28.0156,0,Problema encontrado
765,-2,0,52.7241,1,Disfuncional
766,30,0,86.9444,0,Problema encontrado
767,20,0,119.7911,0,Problema encontrado
768,-2,1,-35.4195,0,Disfuncional
769,0,0,116.1789,1,Problema encontrado
770,20,0,136.2163,1,Problema encontrado
771,1,0,-118.4377,0,Problema encontrado
772,0,0,-7.1195,0,Funcional
773,0,1,69.9463,1,Funcional
774,30,1,-13.3912,0,Funcional
775,20,1,121.5727,0,Problema encontrado
776,-2,1,-69.2737,0,Disfuncional
777,20,0,94.5581,0,Problema encontrado
778,1,1,-91.4468,0,Funcional
779,-2,0,56.2005,0,Disfuncional
780,30,1,-68.9171,0,Funcional
781,1,0,-17.7085,1,Problema encontrado
782,30,0,-78.5238,1,Problema encontrado
783,0,0,118.7836,1,Problema encontrado
784,20,0,-73.4887,0,Problema encontrado
785,1,1,101.3232,1,Problema encontrado
786,-2,1,-72.7452,0,Disfuncional
787,30,1,-10.1368,1,Funcional
788,30,1,71.812,0,Funcional
789,1,1,-63.5646,0,Funcional
790,30,1,58.5724,0,Funcional
791,1,1,-38.5696,1,Funcional
792,1,1,-49.8731,1,Funcional
793,30,0,84.8772,1,Problema encontrado
794,1,1,91.0764,1,Problema encontrado
795,-2,0,139.4412,0,Disfuncional
796,30,0,26.0155,0,Problema encontrado
797,20,1,103.7601,0,Problema encontrado
798,-2,0,101.3303,1,Disfuncional
799,0,0,-19.7309,1,Funcional
800,20,1,-79.5965,1,Funcional
801,20,0,17.6181,0,Problema encontrado
802,0,1,-126.3156,1,Disfuncional
803,20,0,-49.9156,0,Problema encontrado
804,20,1,-44.4805,1,Funcional
805,-2,1,-119.1981,1,Disfuncional
806,20,1,91.9619,0,Problema encontrado
807,30,0,47.3294,1,Problema encontrado
808,0,0,83.189,1,Funcional
809,1,0,107.8045,1,Problema encontrado
810,30,1,35.3276,0,Funcional
811,20,0,50.4125,1,Problema encontrado
812,30,1,-108.3581,1,Funcional
813,1,1,-11.4718,1,Funcional
814,20,1,108.7742,0,Problema encontrado
815,30,0,-17.4182,0,Problema encontrado
816,1,3,40.954,1,Funcional
817,30,1,55.2936,1,Funcional
818,1,3,20.9377,1,Funcional
819,0,0,-100.2173,1,Funcional
820,0,1,-109.2895,0,Funcional
821,30,0,46.0817,1,Problema encontrado
822,0,0,14.7452,1,Funcional
823,-2,0,55.5963,1,Disfuncional
824,20,1,138.8264,1,Problema encontrado
825,1,1,3.9276,1,Funcional
826,0,0,18.7706,1,Funcional
827,0,1,-46.1915,1,Funcional
828,30,1,-92.7932,0,Funcional
829,20,0,-29.6545,1,Problema encontrado
830,20,1,109.6836,0,Problema encontrado
831,20,0,-35.987,0,Problema encontrado
832,20,0,-35.0191,1,Problema encontrado
833,1,0,48.0894,0,Problema encontrado
834,0,1,-19.6552,0,Funcional
835,30,1,56.1164,0,Funcional
836,20,3,24.4353,0,Funcional
837,-2,0,-40.2351,1,Disfuncional
838,0,0,42.4743,1,Funcional
839,-2,0,134.9646,1,Disfuncional
840,30,1,53.0835,1,Funcional
841,1,1,-15.0028,1,Funcional
842,1,0,-32.3519,0,Problema encontrado
843,-2,1,141.476,1,Disfuncional
844,-2,0,-16.2999,0,Disfuncional
845,1,0,-71.885,0,Problema encontrado
846,-2,0,-40.3694,1,Disfuncional
847,0,1,-108.19,0,Funcional
848,-2,0,123.4911,0,Disfuncional
849,30,3,23.3322,1,Funcional
850,0,0,102.3059,0,Problema encontrado
851,-2,1,0.5691,1,Disfuncional
852,0,1,-5.3946,1,Funcional
853,20,1,84.6999,1,Funcional
854,20,3,46.2161,0,Funcional
855,-2,1,18.735,1,Disfuncional
856,1,1,94.6396,1,Problema encontrado
857,30,1,0.2746,0,Funcional
858,30,0,118.223,0,Problema encontrado
859,0,1,-117.4818,1,Funcional
860,1,0,68.6009,1,Problema encontrado
861,-2,1,69.4766,1,Disfuncional
862,0,1,78.0699,1,Funcional
863,1,0,-110.6028,0,Problema encontrado
864,0,0,28.8383,0,Funcional
865,0,1,-77.6802,1,Funcional
866,1,0,34.1034,1,Problema encontrado
867,1,0,95.0517,1,Problema encontrado
868,1,0,17.9611,0,Problema encontrado
869,30,1,-125.9143,0,Disfuncional
870,30,0,91.4752,1,Problema encontrado
871,1,0,146.272,0,Problema encontrado
872,30,1,-16.9322,1,Funcional
873,20,0,-102.9826,0,Problema encontrado
874,1,0,-78.2776,1,Problema encontrado
875,30,1,-84.4514,1,Funcional
876,30,1,-113.8962,1,Funcional
877,30,1,15.9455,1,Funcional
878,-2,3,23.9341,1,Disfuncional
879,30,1,64.3972,0,Funcional
880,1,1,127.1245,0,Problema encontrado
881,-2,1,-24.0796,0,Disfuncional
882,-2,0,44.8794,0,Disfuncional
883,1,0,119.2133,1,Problema encontrado
884,30,1,-70.2623,0,Funcional
885,30,0,11.4745,1,Problema encontrado
886,30,0,-114.0506,0,Problema encontrado
887,-2,1,-62.414,0,Disfuncional
888,1,1,127.9386,1,Problema encontrado
889,1,0,28.5146,0,Problema encontrado
890,20,0,-105.9203,1,Problema encontrado
891,1,1,-40.7596,0,Funcional
892,-2,1,144.6896,1,Disfuncional
893,30,1,-99.9605,0,Funcional
894,30,1,138.4617,0,Problema encontrado
895,0,1,118.0526,0,Problema encontrado
896,-2,1,-47.7072,1,Disfuncional
897,30,1,-86.2912,0,Funcional
898,20,1,-48.1842,0,Funcional
899,0,0,-114.6409,1,Funcional
900,1,1,117.44,0,Problema encontrado
901,1,1,-64.6603,0,Funcional
902,20,1,-59.9723,1,Funcional
903,0,1,-13.0711,0,Funcional
904,0,1,-19.1364,1,Funcional
905,-2,1,87.6465,1,Disfuncional
906,-2,0,28.8782,0,Disfuncional
907,20,1,15.0356,1,Funcional
908,20,0,-38.4305,0,Problema encontrado
909,-2,0,47.4399,0,Disfuncional
910,-2,1,-53.3851,1,Disfuncional
911,1,1,-10.0316,0,Funcional
912,20,0,-27.3365,0,Problema encontrado
913,0,1,-126.146,1,Disfuncional
914,20,0,4.6441,1,Problema encontrado
915,0,3,44.8201,0,Funcional
916,20,0,-114.4791,0,Problema encontrado
917,30,1,-31.9728,1,Funcional
918,30,0,-13.3447,1,Problema encontrado
919,30,1,-104.6287,0,Funcional
920,30,1,81.9101,0,Funcional
921,20,1,-12.1299,1,Funcional
922,1,1,128.579,0,Problema encontrado
923,0,1,-93.6743,1,Funcional
924,30,1,142.3316,0,Problema encontrado
925,1,1,-74.5823,1,Funcional
926,20,1,113.4326,0,Problema encontrado
927,0,1,72.8936,0,Funcional
928,20,0,77.6754,1,Problema encontrado
929,1,0,46.6905,1,Problema encontrado
930,20,3,21.187,1,Funcional
931,-2,1,39.794,1,Disfuncional
932,1,0,52.7839,0,Problema encontrado
933,-2,0,92.7114,0,Disfuncional
934,1,1,52.101,1,Funcional
935,0,0,-29.599,1,Funcional
936,-2,1,139.4588,1,Disfuncional
937,30,0,94.6462,1,Problema encontrado
938,0,0,-103.0543,0,Funcional
939,-2,0,67.7553,0,Disfuncional
940,0,0,25.0722,0,Funcional
941,1,0,41.5459,0,Problema encontrado
942,20,0,-63.1431,1,Problema encontrado
943,1,3,43.1939,1,Funcional
944,30,0,-30.0624,0,Problema encontrado
945,1,1,139.4248,0,Problema encontrado
946,-2,0,-16.844,1,Disfuncional
947,20,1,58.4294,0,Funcional
948,-2,1,-45.7416,0,Disfuncional
949,30,0,77.0181,0,Problema encontrado
950,30,0,-125.6043,0,Disfuncional
951,20,3,49.5262,1,Funcional
952,20,0,116.5481,1,Problema encontrado
953,1,1,72.1437,1,Funcional
954,-2,0,-96.3026,1,Disfuncional
955,20,0,-103.8338,0,Problema encontrado
956,-2,1,-37.8287,1,Disfuncional
957,0,1,116.2417,1,Problema encontrado
958,20,1,-42.4452,0,Funcional
959,-2,1,133.3415,0,Disfuncional
960,30,1,116.1238,1,Problema encontrado
961,20,1,57.619,0,Funcional
962,-2,0,6.2492,1,Disfuncional
963,0,1,67.6466,1,Funcional
964,0,1,-88.1381,0,Funcional
965,20,0,90.154,0,Problema encontrado
966,0,0,106.1991,1,Problema encontrado
967,-2,0,57.8789,1,Disfuncional
968,-2,0,75.6329,1,Disfuncional
969,-2,1,79.1041,1,Disfuncional
970,0,0,-108.343,1,Funcional
971,0,1,68.5886,1,Funcional
972,0,1,54.492,1,Funcional
973,0,0,117.6096,0,Problema encontrado
974,1,0,-102.8965,1,Problema encontrado
975,0,0,3.4992,1,Funcional
976,-2,1,-31.6963,1,Disfuncional
977,-2,0,74.0463,1,Disfuncional
978,30,3,4.1415,0,Funcional
979,30,0,121.3257,0,Problema encontrado
980,1,0,119.2265,1,Problema encontrado
981,1,1,-37.1734,0,Funcional
982,30,0,-71.5297,0,Problema encontrado
983,30,0,-47.6892,1,Problema encontrado
984,1,0,-32.0822,1,Problema encontrado
985,1,0,-61.6575,0,Problema encontrado
986,0,0,71.2519,1,Funcional
987,1,0,-10.9512,1,Problema encontrado
988,0,0,62.8328,1,Funcional
989,20,1,-15.9864,1,Funcional
990,1,3,4.9211,0,Funcional
991,30,0,134.9364,1,Problema encontrado
992,1,0,32.2451,1,Problema encontrado
993,20,1,-87.6045,0,Funcional
994,20,1,-36.7509,0,Funcional
995,-2,0,-98.9207,0,Disfuncional
996,0,1,132.3551,1,Problema encontrado
997,-2,0,-11.9598,1,Disfuncional
998,30,1,-93.258,0,Funcional
999,0,0,134.2584,1,Problema encontrado
1000,1,1,-100.7736,0,Funcional
1001,30,0,-126.1842,0,Disfuncional
1002,20,0,-19.6867,1,Problema encontrado
1003,1,1,115.1748,1,Problema encontrado
1004,0,1,54.2511,0,Funcional
1005,-2,1,13.8779,1,Disfuncional
1006,-2,1,103.9215,0,Disfuncional
1007,0,1,-42.022,1,Funcional
1008,30,1,74.0903,0,Funcional
1009,0,0,47.0063,1,Funcional
1010,0,1,-114.024,1,Funcional
1011,1,0,96.7944,1,Problema encontrado
1012,0,1,145.55,1,Problema encontrado
1013,-2,0,96.0573,0,Disfuncional
1014,30,0,-74.0831,0,Problema encontrado
1015,20,1,-68.4408,0,Funcional
1016,1,1,-52.43,1,Funcional
1017,20,1,141.0339,0,Problema encontrado
1018,20,0,-46.2855,0,Problema encontrado
1019,30,0,-18.574,0,Problema encontrado
1020,-2,0,84.3123,1,Disfuncional
1021,0,0,11.8162,1,Funcional
1022,0,1,122.1321,0,Problema encontrado
1023,0,1,-106.9792,0,Funcional
1024,20,1,-107.2371,0,Funcional
1025,20,1,-10.3797,1,Funcional
1026,0,1,-71.7335,1,Funcional
1027,1,1,70.9856,0,Funcional
1028,1,3,4.4624,1,Funcional
1029,30,1,12.915,0,Funcional
1030,20,1,-118.3596,0,Funcional
1031,0,1,35.3853,1,Funcional
1032,20,1,148.1691,1,Problema encontrado
1033,1,0,-60.4861,1,Problema encontrado
1034,30,1,-72.2628,0,Funcional
1035,1,0,-55.2289,0,Problema encontrado
1036,-2,3,22.1893,0,Disfuncional
1037,0,1,55.7994,1,Funcional
1038,0,1,15.326,1,Funcional
1039,20,1,-115.0083,0,Funcional
1040,-2,0,49.7028,1,Disfuncional
1041,20,1,139.2266,0,Problema encontrado
1042,-2,1,-86.8053,1,Disfuncional
1043,1,0,-92.762,1,Problema encontrado
1044,1,1,-10.1842,1,Funcional
1045,0,1,142.0044,1,Problema encontrado
1046,20,0,73.6213,0,Problema encontrado
1047,20,1,18.623,0,Funcional
1048,0,0,-62.3717,1,Funcional
1049,30,1,50.7908,1,Funcional
1050,0,0,62.6707,1,Funcional
1051,20,0,-36.1605,1,Problema encontrado
1052,-2,0,60.3143,0,Disfuncional
1053,20,0,128.6115,1,Problema encontrado
1054,30,0,12.624,1,Problema encontrado
1055,1,1,91.796,1,Problema encontrado
1056,1,0,-19.2662,0,Problema encontrado
1057,30,0,-52.5397,1,Problema encontrado
1058,1,1,-84.8478,0,Funcional
1059,-2,1,87.915,0,Disfuncional
1060,0,1,-63.7842,1,Funcional
1061,20,3,41.6588,0,Funcional
1062,0,1,-94.2732,1,Funcional
1063,-2,0,49.0211,0,Disfuncional
1064,0,1,77.3833,0,Funcional
1065,30,0,73.2285,0,Problema encontrado
1066,30,0,-88.2196,1,Problema encontrado
1067,20,0,112.7501,1,Problema encontrado
1068,1,0,-91.278,0,Problema encontrado
1069,30,1,116.6319,1,Problema encontrado
1070,20,0,-88.0311,0,Problema encontrado
1071,30,1,-64.1685,0,Funcional
1072,-2,0,-64.5407,1,Disfuncional
1073,-2,1,89.4313,0,Disfuncional
1074,1,0,-96.1447,1,Problema encontrado
1075,30,1,-126.062,1,Disfuncional
1076,-2,0,147.0741,1,Disfuncional
1077,20,0,102.1543,0,Problema encontrado
1078,1,1,136.5621,0,Problema encontrado
1079,30,0,-1.8274,0,Problema encontrado
1080,-2,0,-25.4051,1,Disfuncional
1081,20,1,-98.425,1,Funcional
1082,1,0,-46.2041,0,Problema encontrado
1083,1,1,-32.6549,1,Funcional
1084,30,0,130.0977,0,Problema encontrado
1085,0,1,80.8023,0,Funcional
1086,0,1,-16.8375,0,Funcional
1087,0,1,148.3939,1,Problema encontrado
1088,1,0,71.5893,0,Problema encontrado
1089,30,1,-28.3127,1,Funcional
1090,20,0,108.5278,1,Problema encontrado
1091,0,0,124.4002,1,Problema encontrado
1092,20,0,83.4375,1,Problema encontrado
1093,0,0,-123.4192,0,Funcional
1094,20,3,46.933,0,Funcional
1095,20,0,54.454,0,Problema encontrado
1096,0,1,37.0669,1,Funcional
1097,-2,1,128.6794,1,Disfuncional
1098,0,3,27.7797,1,Funcional
1099,30,1,-22.9644,0,Funcional
1100,30,0,53.5605,0,Problema encontrado
1101,20,0,74.3752,1,Problema encontrado
1102,30,1,51.058,0,Funcional
1103,30,0,-37.3619,0,Problema encontrado
1104,-2,0,138.9019,1,Disfuncional
1105,0,0,-24.9168,1,Funcional
1106,-2,1,-55.7795,1,Disfuncional
1107,1,0,138.9411,1,Problema encontrado
1108,1,0,-37.6854,0,Problema encontrado
1109,20,1,-113.4133,0,Funcional
1110,-2,0,-59.0832,0,Disfuncional
1111,0,1,-100.266,1,Funcional
1112,30,1,17.993,0,Funcional
1113,0,3,42.6733,1,Funcional
1114,-2,0,8.0267,1,Disfuncional
1115,20,0,-44.2419,1,Problema encontrado
1116,20,1,57.6471,1,Funcional
1117,30,3,2.2728,0,Funcional
1118,0,0,-60.9136,1,Funcional
1119,30,1,-55.8569,1,Funcional
1120,0,1,-10.6023,1,Funcional
1121,0,1,-64.3883,0,Funcional
1122,20,0,102.4719,0,Problema encontrado
1123,-2,1,145.3404,0,Disfuncional
1124,20,1,-114.1122,0,Funcional
1125,30,1,71.8542,0,Funcional
1126,20,1,81.5499,0,Funcional
1127,1,1,-71.5673,0,Funcional
1128,-2,0,-26.2774,0,Disfuncional
1129,20,1,83.9601,0,Funcional
1130,0,1,-113.2146,0,Funcional
1131,1,0,3.2544,0,Problema encontrado
1132,20,1,-123.2424,1,Funcional
1133,20,0,100.8712,1,Problema encontrado
1134,-2,1,65.4851,0,Disfuncional
1135,20,0,140.9314,1,Problema encontrado
1136,20,0,69.3118,1,Problema encontrado
1137,-2,1,-116.1714,1,Disfuncional
1138,1,0,27.9834,0,Problema encontrado
1139,30,1,108.9622,1,Problema encontrado
1140,0,1,38.0438,0,Funcional
1141,1,0,47.4253,0,Problema encontrado
1142,-2,0,67.2731,0,Disfuncional
1143,30,0,130.1899,1,Problema encontrado
1144,30,1,50.7426,1,Funcional
1145,30,0,-26.3513,1,Problema encontrado
1146,20,0,-60.7116,0,Problema encontrado
1147,30,1,-32.1066,0,Funcional
1148,20,0,-123.5621,0,Problema encontrado
1149,0,0,147.0231,0,Problema encontrado
1150,-2,0,37.5705,0,Disfuncional
1151,30,0,-39.3708,1,Problema encontrado
1152,20,0,86.9415,0,Problema encontrado
1153,0,1,69.0426,1,Funcional
1154,0,1,-103.1179,1,Funcional
1155,0,1,63.3934,0,Funcional
1156,1,0,117.5844,1,Problema encontrado
1157,20,0,-86.064,0,Problema encontrado
1158,20,1,116.5538,0,Problema encontrado
1159,30,0,-110.1169,1,Problema encontrado
1160,-2,1,0.0904,0,Disfuncional
1161,0,1,-13.1436,1,Funcional
1162,20,0,88.7631,0,Problema encontrado
1163,20,0,-63.6493,0,Problema encontrado
1164,0,0,67.9132,1,Funcional
1165,20,1,-125.2508,1,Disfuncional
1166,1,0,100.1811,1,Problema encontrado
1167,-2,1,-54.5293,0,Disfuncional
1168,20,1,139.6209,1,Problema encontrado
1169,30,0,34.1743,1,Problema encontrado
1170,20,1,112.6794,1,Problema encontrado
1171,30,0,106.5361,1,Problema encontrado
1172,1,0,87.5348,0,Problema encontrado
1173,-2,1,-114.7678,1,Disfuncional
1174,1,0,-65.7784,1,Problema encontrado
1175,1,1,73.9694,1,Funcional
1176,0,1,-89.7763,1,Funcional
1177,0,0,-4.5797,1,Funcional
1178,1,0,24.3447,0,Problema encontrado
1179,-2,0,69.6009,1,Disfuncional
1180,20,0,-23.0813,0,Problema encontrado
1181,30,1,-120.5066,1,Funcional
1182,30,0,104.4611,0,Problema encontrado
1183,-2,3,45.9601,1,Disfuncional
1184,-2,1,67.4152,1,Disfuncional
1185,1,0,-69.1299,1,Problema encontrado
1186,0,0,3.4381,0,Funcional
1187,-2,0,-59.4466,1,Disfuncional
1188,30,0,85.9214,1,Problema encontrado
1189,1,0,134.9631,1,Problema encontrado
1190,20,0,-93.8883,0,Problema encontrado
1191,20,0,-99.2491,0,Problema encontrado
1192,1,1,57.1111,0,Funcional
1193,30,0,113.2369,1,Problema encontrado
1194,1,0,-19.8311,1,Problema encontrado
1195,-2,3,28.7713,0,Disfuncional
1196,20,0,140.9077,0,Problema encontrado
1197,20,1,-38.4085,0,Funcional
1198,20,0,-14.2386,0,Problema encontrado
1199,0,1,-33.9266,1,Funcional
1200,30,0,104.9468,1,Problema encontrado
1201,1,1,-0.013,0,Funcional
1202,0,1,35.2161,0,Funcional
1203,0,0,96.2084,0,Problema encontrado
1204,-2,1,73.051,0,Disfuncional
1205,1,1,-33.7082,0,Funcional
1206,0,0,81.4329,1,Funcional
1207,0,1,-101.8149,1,Funcional
1208,30,1,82.7764,0,Funcional
1209,1,1,50.4108,1,Funcional
1210,1,1,88.7974,0,Funcional
1211,30,0,76.0766,1,Problema encontrado
1212,20,1,33.9777,1,Funcional
1213,-2,1,68.0425,0,Disfuncional
1214,20,1,-34.023,1,Funcional
1215,20,3,23.9986,1,Funcional
1216,20,0,67.2021,1,Problema encontrado
1217,-2,1,-68.4599,0,Disfuncional
1218,1,1,-35.5775,0,Funcional
1219,0,0,125.7591,1,Problema encontrado
1220,1,3,45.1645,0,Funcional
1221,30,0,-33.6917,1,Problema encontrado
1222,-2,3,26.7487,0,Disfuncional
1223,0,0,77.4404,1,Funcional
1224,30,0,-78.0404,0,Problema encontrado
1225,1,3,41.8282,0,Funcional
1226,20,0,64.1599,0,Problema encontrado
1227,0,1,-5.497,0,Funcional
1228,1,1,138.3167,1,Problema encontrado
1229,-2,0,-12.9345,1,Disfuncional
1230,30,1,118.8987,0,Problema encontrado
1231,20,0,124.9262,0,Problema encontrado
1232,0,1,-109.5485,0,Funcional
1233,-2,0,92.7755,1,Disfuncional
1234,0,1,131.259,1,Problema encontrado
1235,20,1,-2.4546,0,Funcional
1236,30,1,-36.0951,1,Funcional
1237,30,0,118.4382,1,Problema encontrado
1238,1,1,37.3189,1,Funcional
1239,30,0,-21.7523,0,Problema encontrado
1240,-2,1,114.0486,0,Disfuncional
1241,30,1,-70.0891,0,Funcional
1242,30,1,100.6207,0,Problema encontrado
1243,20,0,55.8781,1,Problema encontrado
1244,0,0,46.0589,1,Funcional
1245,-2,1,-83.6542,0,Disfuncional
1246,30,1,33.9296,0,Funcional
1247,1,1,104.5207,0,Problema encontrado
1248,1,0,50.8431,1,Problema encontrado
1249,20,0,147.7952,0,Problema encontrado
1250,-2,0,85.1791,1,Disfuncional
1251,-2,0,-125.0519,0,Disfuncional
1252,0,1,-72.9756,1,Funcional
1253,30,0,-35.5386,0,Problema encontrado
1254,20,0,-101.6536,0,Problema encontrado
1255,20,1,-86.8619,0,Funcional
1256,-2,1,143.4864,1,Disfuncional
1257,30,1,1.8363,1,Funcional
1258,-2,0,146.831,1,Disfuncional
1259,1,1,-24.9859,1,Funcional
1260,20,1,19.002,1,Funcional
1261,-2,0,-60.1125,1,Disfuncional
1262,30,0,8.8755,0,Problema encontrado
1263,-2,1,-23.2995,1,Disfuncional
1264,30,0,-48.9288,1,Problema encontrado
1265,-2,0,-39.3818,0,Disfuncional
1266,30,1,-96.0287,1,Funcional
1267,20,3,4.4652,0,Funcional
1268,0,1,-101.1588,1,Funcional
1269,-2,1,95.1939,0,Disfuncional
1270,30,3,29.9555,0,Funcional
1271,30,1,-91.1745,1,Funcional
1272,0,1,96.9978,1,Problema encontrado
1273,0,1,81.2477,0,Funcional
1274,20,0,22.7563,1,Problema encontrado
1275,0,0,115.5379,1,Problema encontrado
1276,20,1,103.0988,0,Problema encontrado
1277,30,0,64.9407,0,Problema encontrado
1278,0,0,-18.6954,0,Funcional
1279,20,1,-15.166,0,Funcional
1280,20,1,142.678,1,Problema encontrado
1281,30,1,-78.0854,0,Funcional
1282,-2,1,75.0909,1,Disfuncional
1283,0,1,-79.7301,0,Funcional
1284,1,0,-15.4005,0,Problema encontrado
1285,30,0,56.7049,1,Problema encontrado
1286,1,1,133.0718,0,Problema encontrado
1287,-2,1,-36.986,1,Disfuncional
1288,1,1,74.1311,0,Funcional
1289,0,0,46.5148,0,Funcional
1290,20,0,9.6808,1,Problema encontrado
1291,1,0,-107.072,1,Problema encontrado
1292,20,1,145.8491,1,Problema encontrado
1293,20,0,-18.4763,1,Problema encontrado
1294,0,0,60.8781,0,Funcional
1295,-2,0,-73.6626,0,Disfuncional
1296,-2,1,60.5149,1,Disfuncional
1297,0,0,-64.3348,0,Funcional
1298,0,0,-16.7898,0,Funcional
1299,0,1,-117.8883,0,Funcional
1300,0,3,28.1054,0,Funcional
1301,1,1,126.9796,0,Problema encontrado
1302,0,1,16.2258,0,Funcional
1303,-2,0,-9.9376,0,Disfuncional
1304,-2,1,105.2991,0,Disfuncional
1305,20,1,-28.8933,1,Funcional
1306,-2,0,81.016,1,Disfuncional
1307,-2,0,-76.3732,0,Disfuncional
1308,0,0,39.9294,0,Funcional
1309,20,1,135.5968,1,Problema encontrado
1310,-2,1,-84.538,0,Disfuncional
1311,0,1,-88.0656,0,Funcional
1312,1,0,-41.7349,0,Problema encontrado
1313,30,0,98.042,1,Problema encontrado
1314,0,3,49.6047,0,Funcional
1315,1,1,-55.4226,1,Funcional
1316,-2,0,-122.4369,0,Disfuncional
1317,30,0,-70.3937,0,Problema encontrado
1318,1,0,-14.7819,0,Problema encontrado
1319,0,0,50.597,1,Funcional
1320,-2,1,-65.6694,1,Disfuncional
1321,-2,0,82.36,1,Disfuncional
1322,1,1,-75.53,1,Funcional
1323,0,0,-105.1818,1,Funcional
1324,20,0,108.6616,1,Problema encontrado
1325,30,1,-85.8502,0,Funcional
1326,20,0,100.3952,1,Problema encontrado
1327,0,3,44.2166,1,Funcional
1328,20,1,-101.0542,1,Funcional
1329,-2,0,19.5603,1,Disfuncional
1330,0,0,18.0921,1,Funcional
1331,0,1,-105.8328,0,Funcional
1332,0,1,101.2177,0,Problema encontrado
1333,1,1,-79.3074,1,Funcional
1334,-2,1,76.5674,1,Disfuncional
1335,0,0,4.7634,1,Funcional
1336,1,1,15.7266,0,Funcional
1337,20,0,-98.0058,1,Problema encontrado
1338,-2,0,-29.0646,0,Disfuncional
1339,0,0,-24.1505,0,Funcional
1340,1,1,-48.1362,1,Funcional
1341,0,0,-8.3631,1,Funcional
1342,-2,1,-49.2948,0,Disfuncional
1343,20,1,-74.0067,1,Funcional
1344,0,1,-120.1005,1,Funcional
1345,1,0,-27.5414,0,Problema encontrado
1346,30,0,7.0097,1,Problema encontrado
1347,-2,0,48.2753,0,Disfuncional
1348,1,1,-29.3322,1,Funcional
1349,1,1,141.3051,0,Problema encontrado
1350,1,0,52.6851,1,Problema encontrado
1351,30,0,109.4099,1,Problema encontrado
1352,20,0,-8.8708,1,Problema encontrado
1353,30,1,-105.4027,1,Funcional
1354,0,3,43.1876,1,Funcional
1355,30,0,84.7598,0,Problema encontrado
1356,0,0,80.3349,1,Funcional
1357,30,0,-53.3997,0,Problema encontrado
1358,0,0,-98.1893,0,Funcional
1359,-2,1,-2.3584,0,Disfuncional
1360,30,0,-75.397,1,Problema encontrado
1361,30,1,142.1516,0,Problema encontrado
1362,0,1,64.7664,0,Funcional
1363,30,0,83.9143,1,Problema encontrado
1364,-2,1,133.254,1,Disfuncional
1365,1,1,145.3314,1,Problema encontrado
